date,product_id,type,attr,from,to
2025-08-22,997,change,description," Description Elevate your smart-casual look with the Farah Elton Stripe Piped Long Sleeve Polo Shirt. This timeless piece seamlessly blends classic comfort with sophisticated stripes and sharp, contrasting piping detail along the collar edge and cuff trims. This subtle yet distinctive accent instantly elevates your style with refined flair, making it an instant wardrobe favorite. Long Sleeve 3 Button Grown On Placket Ribbed Collar And Cuff Contrast Tipping Layout On Collar And Cuffs Twin Needle Finishing At The Hem Embroidered Gold F Fit Regular Fit Designed to sit neither too tight or too baggy, offering everyday style and comfort. Composition And Care 100% Organic Cotton Classic Pique Fabrication For Breathable, Durable Style Machine Wash "," Description Crafted from 100% organic cotton pique, the Elton Tipped Polo Shirt offers a classic and preppy look with a nod to football casuals culture. The collar features stacked tipping in four distinct colours, while the cuffs have a subtle yet stylish forklift tipping. This polo is a perfect blend of heritage style and modern comfort and is also available in Short Sleeve or as a T-Shirt . Long Sleeve 3 Button Grown On Placket Ribbed Collar And Cuff Contrast Tipping Layout On Collar And Cuffs Twin Needle Finishing At The Hem Embroidered Gold F Fit Regular Fit Designed to sit neither too tight or too baggy, offering everyday style and comfort. Composition And Care 100% Organic Cotton Classic Pique Fabrication For Breathable, Durable Style Machine Wash "
2025-08-22,999,change,description," Description Elevate your casual style with our Cotham Polo. Crafted from a comfortable textured fabric featuring a distinctive horizontal stripe design, this modern polo balances classic appeal with subtle detailing. It's smartly accented with a contrasting solid collar and matching sleeve cuffs, defining its relaxed silhouette. Complete with a classic three-button placket and our iconic embroidered 'F' logo on the chest, the Cotham offers effortless everyday wear, comfort, and refined style. Short Sleeve 3 Button Grown On Placket All Over Jacquard Design Tonal Ribbed Collar And Cuff Twin Needle Finishing At The Hem Embroidered Gold F Fit Regular Fit Designed to sit neither too tight or too baggy, offering everyday style and comfort. Composition And Care 100% Organic Cotton Jacquard Fabrication For Added Texture And Style Machine Wash "," Description Crafted from 100% organic cotton, the Cotham Polo Shirt is a fantastic addition to any wardrobe. The regular fit is comfortable and versatile, and the fabric itself is a two-color jacquard with a tall, fine waffle weave that adds a subtle texture. As we see a return to classic, heritage styles, this polo shirt is a perfect choice, offering timeless appeal whilst linking back to our traditional roots. Short Sleeve 3 Button Grown On Placket All Over Jacquard Design Tonal Ribbed Collar And Cuff Twin Needle Finishing At The Hem Embroidered Gold F Fit Regular Fit Designed to sit neither too tight or too baggy, offering everyday style and comfort. Composition And Care 100% Organic Cotton Jacquard Fabrication For Added Texture And Style Machine Wash "
2025-08-22,1061,change,description," Description Elevate your casual wardrobe with our Long Sleeve Polo Shirt. Crafted from a soft, textured waffle knit fabric, this polo offers exceptional comfort and warmth. It features a classic two-button placket with tonal buttons for a seamless look, and a practical patch pocket on the chest, subtly finished with a small, discreet logo tab. Perfect for layering or wearing on its own. Long Sleeve 2 Button Grown On Placket Self Patch Pocket Twin Needle Finishing At The Hem Iconic Farah Tab Branding Fit Relaxed Fit Designed to be looser around the body for a casual, contemporary look. Composition And Care 95% Organic Cotton / 5% Elastane Single Knit Waffle Fabrication Machine Wash "," Description Crafted from a single-colour, waffle jacquard knit, this polo shirt is designed for both comfort and structure. The fabric has a hint of elastane, which helps the tight waffle knit hold its shape and gives the garment a great body. We’ve updated the classic rugby collar with a shorter, more modern silhouette and a two-button placket for a cleaner look. Finished with a patch pocket on the chest and our iconic F-Tab branding, it's a perfect blend of modern style and classic detailing. Long Sleeve 2 Button Grown On Placket Self Patch Pocket Twin Needle Finishing At The Hem Iconic Farah Tab Branding Fit Relaxed Fit Designed to be looser around the body for a casual, contemporary look. Composition And Care 95% Organic Cotton / 5% Elastane Single Knit Waffle Fabrication Machine Wash "
2025-08-22,1002,change,description," Description Step up your smart-casual game with the Elton Tipped Polo Shirt. This timeless piece blends classic polo comfort with sophisticated tipping details, making it an instant wardrobe favourite. It's enhanced with sharp, contrasting piping detail along the collar and cuffs, a subtle yet distinctive accent that elevates the polo and adds a touch of sophisticated style. Short Sleeve 3 Button Grown On Placket Ribbed Collar And Cuff Contrast Tipping Layout On Collar And Cuffs Twin Needle Finishing At The Hem Embroidered Gold F Fit Regular Fit Designed to sit neither too tight or too baggy, offering everyday style and comfort. Composition And Care 100% Organic Cotton Classic Pique Fabrication For Breathable, Durable Style Machine Wash "," Description Crafted from 100% organic cotton pique, the Elton Tipped Polo Shirt offers a classic and preppy look with a nod to football casuals culture. The collar features stacked tipping in four distinct colours, while the cuffs have a subtle yet stylish forklift tipping. This polo is a perfect blend of heritage style and modern comfort and is also available in Long Sleeve or as a T-Shirt . Short Sleeve 3 Button Grown On Placket Ribbed Collar And Cuff Contrast Tipping Layout On Collar And Cuffs Twin Needle Finishing At The Hem Embroidered Gold F Fit Regular Fit Designed to sit neither too tight or too baggy, offering everyday style and comfort. Composition And Care 100% Organic Cotton Classic Pique Fabrication For Breathable, Durable Style Machine Wash "
2025-08-22,1001,change,description," Description Step up your smart-casual game with the Elton Tipped Polo Shirt. This timeless piece blends classic polo comfort with sophisticated tipping details, making it an instant wardrobe favourite. It's enhanced with sharp, contrasting piping detail along the collar and cuffs, a subtle yet distinctive accent that elevates the polo and adds a touch of sophisticated style. Short Sleeve 3 Button Grown On Placket Ribbed Collar And Cuff Contrast Tipping Layout On Collar And Cuffs Twin Needle Finishing At The Hem Embroidered Gold F Fit Regular Fit Designed to sit neither too tight or too baggy, offering everyday style and comfort. Composition And Care 100% Organic Cotton Classic Pique Fabrication For Breathable, Durable Style Machine Wash "," Description Crafted from 100% organic cotton pique, the Elton Tipped Polo Shirt offers a classic and preppy look with a nod to football casuals culture. The collar features stacked tipping in four distinct colours, while the cuffs have a subtle yet stylish forklift tipping. This polo is a perfect blend of heritage style and modern comfort and is also available in Long Sleeve or as a T-Shirt . Short Sleeve 3 Button Grown On Placket Ribbed Collar And Cuff Contrast Tipping Layout On Collar And Cuffs Twin Needle Finishing At The Hem Embroidered Gold F Fit Regular Fit Designed to sit neither too tight or too baggy, offering everyday style and comfort. Composition And Care 100% Organic Cotton Classic Pique Fabrication For Breathable, Durable Style Machine Wash "
2025-08-22,1073,new,farah_product_id,15316605239683,
2025-08-22,1074,new,farah_product_id,15316605174147,
2025-08-22,1075,new,farah_product_id,15316604649859,
2025-08-22,1076,new,farah_product_id,15316604617091,
2025-08-22,1029,change,description," Description Level up your layering game with the Seaton Zip Through Sweatshirt. This isn't just any zip-up; it's got that premium woven textured fabric that feels as good as it looks. With a sleek funnel neck and metallic zip-through detail, it's all about sharp style and easy comfort. Plus, that classic embroidered gold 'F' logo gives it a subtle nod to heritage. Throw it on over a tee, under a jacket, or just rock it solo. It's your new go-to for effortless, casual cool. Funnel Neck Full Length Double Ended Zipper Ribbed Cuffs And Hem Embroidered Gold F Fit Regular Fit Designed to sit neither too tight or too baggy, offering everyday style and comfort. Composition And Care 100% Organic Cotton Premium Waffle Texture Fabrication Machine Wash "," Description Introducing our new Seaton Zip Through Sweatshirt. This style features a full zip and a classic funnel neck for a clean look. While it's a lightweight, single knit, don't let that fool you—the dense weave gives it a lot of body and a unique feel. Up close, you'll notice a distinct basket weave texture, created by a zigzag of stitches that are woven together for a rich and visually interesting finish. Funnel Neck Full Length Double Ended Zipper Ribbed Cuffs And Hem Embroidered Gold F Fit Regular Fit Designed to sit neither too tight or too baggy, offering everyday style and comfort. Composition And Care 100% Organic Cotton Premium Waffle Texture Fabrication Machine Wash "
